0 2648 841 2648 841
3 4295 953 4295 953
19 4647 1044 4647 1044
35 5730 1244 5664 1244
51 8047 1557 6746 1557
67 8238 1934 7734 1934
83 14386 2439 8847 2439
99 16970 3001 10028 3001
115 16235 3793 11469 3793
131 23962 4545 12899 4545
147 32160 5473 14498 5473
163 37268 6527 16232 6527
179 40444 7673 18072 7673
195 53692 8961 20072 8961
211 60826 10280 24195 10280
227 72941 11710 33737 11710
243 93462 13285 38166 13285
259 105671 15002 41415 15002
275 118180 16788 44752 16788
291 131725 18626 48134 18626
307 139768 20706 51790 20706
323 158484 22812 55509 22812
339 172615 24981 59205 24981
355 184407 27337 63227 27337
371 197025 29775 67229 29775
387 219116 32273 71396 32273
403 235968 34970 75728 34970
419 250278 37673 80093 37673
435 279122 43991 92446 43991
451 314653 47057 114419 47057
467 334743 50254 120063 50254
483 348652 53582 125869 53582
499 376852 56955 131728 56955
515 398926 60531 137818 60531
531 418637 64068 152319 64068
547 453464 67845 158882 67845
563 477546 71672 165451 71672
579 502274 75569 172191 75569
595 527704 79693 179105 79693
611 553686 83796 186089 83796
627 580314 88086 193191 88086
643 601475 92473 200445 92473
659 635365 96916 207729 96916
675 663942 101561 215273 101561
691 693032 106220 222847 106220
707 722726 110983 230484 110983
723 753114 115917 238368 115917
739 784115 120946 246331 120946
755 815741 126047 254399 126047
771 847841 131235 262517 131235
787 880795 136597 270854 136597
803 914312 142075 279311 142075
819 934833 147652 287921 147652
835 983196 153282 296534 153282
851 1018494 158989 305276 158989
867 1054465 164888 314168 164888
883 1091079 170853 323209 170853
899 1128382 176976 332391 176976
915 1180790 183136 356223 183136
931 1216658 189415 365833 189415
947 1258934 195861 375675 195861
963 1298875 202365 385508 202365
979 1339553 209017 395582 209017
995 1380743 215733 405654 215733
1011 1422627 222571 415923 222571
1027 1465135 229529 426311 229529
1043 1524775 236495 453319 236495
1059 1584924 243606 480338 243606
1075 1633705 250848 495470 250848
1091 1679169 258175 506794 258175
1107 1725382 265663 518362 265663
1123 1772284 273288 530115 273288
1139 1819569 280919 541753 280919
1155 1867900 288865 553901 288865
1171 1916354 296691 565698 296691
1187 1965909 304828 578083 304828
1203 2015521 312771 590021 312771
1219 2066340 321137 602660 321137
1235 2129522 329340 627181 329340
1251 2221461 337778 679938 337778
1267 2281863 346169 700638 346169
1283 2335783 354919 714430 354919
1299 2390150 363673 728053 363673
1315 2445313 372551 741997 372551
1331 2500954 381553 755947 381553
1347 2557426 390674 770182 390674
1363 2614244 399839 784293 399839
1379 2671769 409102 798595 409102
1395 2730106 418612 813200 418612
1411 2788697 428001 827613 428001
1427 2848473 437778 842597 437778
1443 2908182 447316 857072 447316
1459 2995325 468825 898469 468825
1475 3110922 478626 969189 478626
1491 3174042 488983 985591 488983
1507 3237157 499102 1001430 499102
1523 3301498 509631 1018051 509631
1539 3365953 520011 1034250 520011
1555 3456108 530606 1075637 530606
1571 3522171 541253 1092450 541253
1587 3588988 552118 1109475 552118
1603 3656351 562975 1126578 562975
1619 3724424 574010 1143863 574010
1635 3793289 585239 1161458 585239
1651 3862372 596352 1178743 596352
1667 3932438 607810 1196585 607810
1683 4002816 619206 1214123 619206
1699 4074237 630880 1232239 630880
1715 4145739 642362 1249953 642362
1731 4218437 654309 1268331 654309
1747 4291250 666081 1286374 666081
1763 4365127 678129 1304941 678129
1779 4439228 690125 1323212 690125
1795 4514206 702427 1341929 702427
1811 4589710 714702 1360544 714702
1827 4665960 727190 1379462 727190
1843 4742795 739689 1398448 739689
1859 4820212 752321 1417501 752321
1875 4898176 765004 1436637 765004
1891 4976755 777840 1455858 777840
1907 5056168 790836 1475426 790836
1923 5136006 803845 1494871 803845
1939 5247523 817025 1545540 817025
1955 5328646 830158 1565300 830158
1971 5411029 843713 1585810 843713
1987 5493439 857080 1605833 857080
2003 5576991 870811 1626509 870811
2019 5660681 884416 1646809 884416
2035 5745395 898291 1667636 898291
2051 5830405 912145 1688254 912145
