0 7453 2470 7453 2470
3 10767 2796 10767 2796
19 12493 3064 12307 3064
35 17282 3651 16236 3651
51 25072 4956 22915 4956
67 37102 6308 33156 6308
83 50433 8021 44352 8021
99 68421 10032 59777 10032
115 87070 12468 75398 12468
131 107560 15257 92416 15257
147 131524 18343 112459 18343
163 159308 21784 135862 21784
179 190928 26753 162630 26753
195 228680 31000 195211 31000
211 264395 35570 225220 35570
227 307427 40356 262048 40356
243 348034 45641 296036 45641
259 389701 51340 330617 51340
275 435813 57228 369206 57228
291 486584 63482 411989 63482
307 542185 72256 459123 72256
323 605597 79282 513823 79282
339 663710 86723 562629 86723
355 731860 94271 620960 94271
371 794309 102436 673183 102436
387 857232 111024 725408 111024
403 925512 119774 782563 119774
419 999306 128815 844762 128815
435 1078792 141345 912166 141345
451 1167975 151210 989096 151210
467 1248482 161487 1056695 161487
483 1341646 171804 1136425 171804
499 1426093 182827 1207039 182827
515 1510213 194339 1276849 194339
531 1600647 205886 1352556 205886
547 1697478 217790 1434185 217790
563 1800874 234088 1521884 234088
579 1915729 246746 1620945 246746
595 2018642 259878 1707349 259878
611 2136814 272963 1808472 272963
627 2243282 286864 1897500 286864
643 2348516 301251 1984812 301251
659 2461356 315738 2079323 315738
675 2580994 330338 2180152 330338
691 2708314 350415 2288160 350415
707 2848930 365909 2409441 365909
723 2974206 381880 2514607 381880
739 3117464 397755 2637201 397755
755 3245851 414526 2744541 414526
771 3372328 431808 2849484 431808
787 3507122 449033 2962347 449033
803 3650018 466593 3082827 466593
819 3801182 490372 3211064 490372
835 3967516 508700 3354522 508700
851 4115256 527507 3478551 527507
867 4283506 546157 3622522 546157
883 4433797 565765 3748159 565765
899 4581564 586064 3870780 586064
915 4738630 606102 4002313 606102
931 4904442 626429 4142102 626429
947 5079471 653958 4290589 653958
963 5271531 675096 4456232 675096
979 5441636 696752 4599025 696752
995 5634944 718175 4764439 718175
1011 5807231 740680 4908465 740680
1027 5976180 763795 5048656 763795
1043 6155244 786648 5198585 786648
1059 6344261 809879 5357975 809881
1075 6543132 841158 5526689 841160
1091 6760954 865119 5714553 865121
1107 6953435 889627 5876121 889629
1123 7171786 913801 6062963 913803
1139 7365993 939180 6225299 939180
1155 7556451 965343 6383387 965343
1171 7757460 990902 6551659 990902
1187 7969482 1016962 6730444 1016962
1203 8192244 1051985 6919434 1051985
1219 8435782 1078766 7129473 1078766
1235 8650699 1106127 7309876 1106127
1251 8894080 1133085 7518133 1133085
1267 9110224 1161307 7698802 1161307
1283 9321634 1190254 7874230 1190254
1299 9545042 1218769 8061299 1218769
1315 9780095 1247623 8259508 1247623
1331 10026759 1286434 8468785 1286434
1347 10296045 1316025 8701031 1316025
1363 10533296 1346259 8900167 1346259
1379 10801704 1375946 9129836 1375946
1395 11040011 1407225 9329061 1407225
1411 11272613 1438986 9522069 1438986
1427 11518010 1470226 9727525 1470226
1443 11776138 1501933 9945202 1501933
1459 12046695 1544497 10174757 1544497
1475 12341703 1576907 10429184 1576907
1491 12601386 1609971 10647151 1609971
1507 12894853 1642463 10898264 1642463
1523 13154989 1676468 11115711 1676468
1539 13408757 1711203 11326273 1711203
1555 13676477 1745363 11550450 1745363
1571 13957607 1779895 11787522 1779895
1587 14252044 1826186 12037342 1826186
1603 14572799 1861419 12313975 1861419
1619 14854871 1897326 12550730 1897326
1635 15173395 1932612 12823285 1932612
1651 15455714 1969592 13059308 1969592
1667 15730352 2007055 13287128 2007055
1683 16020317 2044079 13529948 2044079
1699 16324486 2081445 13786452 2081445
1715 16642799 2131493 14056533 2131493
1731 16989271 2169551 14355342 2169551
1747 17293757 2208311 14610910 2208311
1763 17637239 2246311 14904808 2246311
1779 17941329 2286101 15158995 2286101
1795 18237507 2326625 15404743 2326625
1811 18549578 2366425 15666067 2366425
1827 18876741 2406614 15941958 2406614
1843 19218957 2460414 16232327 2460414
1859 19591183 2501309 16553349 2501309
1875 19918055 2542907 16827702 2542907
1891 20286775 2583898 17143223 2583898
1907 20612629 2626342 17415567 2626342
1923 20930018 2669774 17678914 2669774
1939 21264221 2712403 17958768 2712403
1955 21614470 2755423 18254138 2755423
1971 21980558 2812972 18564764 2812972
1987 22378485 2856677 18907946 2856677
2003 22727765 2901119 19201106 2901119
2019 23121408 2944707 19537935 2944707
2035 23469316 2990198 19828726 2990198
2051 23807959 3036548 20109715 3036548
