0 5970 1684 5970 1684
3 8524 1909 8524 1909
19 9596 2052 9558 2052
35 13203 2448 12396 2448
51 18574 3042 16384 3042
67 25639 3848 21503 3848
83 34476 4895 27946 4895
99 44896 6162 35645 6162
115 57157 7662 44649 7662
131 71132 9347 54912 9347
147 89139 11246 68723 11246
163 106576 13412 81827 13412
179 129560 17115 99310 17115
195 158180 19762 122413 19762
211 184134 22700 142290 22700
227 216958 25749 168508 25749
243 246413 29071 190889 29071
259 276410 32706 213335 32706
275 310181 36425 239063 36425
291 348112 40418 268475 40418
307 384802 44664 296147 44664
323 422201 49113 324054 49113
339 461376 53829 353287 53829
355 502304 58722 383738 58722
371 544929 63850 415464 63850
387 589462 69254 448568 69254
403 641878 74746 489084 74746
419 690131 80541 524961 80541
435 747801 89828 569774 89828
451 816126 96034 625080 96034
467 875034 102589 670221 102589
483 946263 109175 727133 109175
499 1007694 116126 773794 116126
515 1068152 123427 818998 123427
531 1134421 130761 869521 130761
547 1206603 138332 925488 138332
563 1274740 146259 976896 146259
579 1342582 154340 1027552 154340
595 1412218 162717 1079556 162717
611 1483605 171251 1132763 171251
627 1556764 180024 1187327 180024
643 1631727 189094 1243151 189094
659 1718656 198201 1310476 198201
675 1797312 207626 1369060 207626
691 1889993 222488 1441181 222488
707 1998011 232264 1528678 232264
723 2089885 242439 1599095 242439
739 2199519 252566 1686701 252566
755 2292945 263142 1757661 263142
771 2383853 274098 1825612 274098
787 2482602 285042 1900912 285042
803 2589055 296209 1983454 296209
819 2688623 307781 2058582 307781
835 2786909 319513 2131988 319513
851 2887044 331541 2206801 331541
867 2988880 343739 2282754 343739
883 3092488 356141 2360071 356141
899 3197947 368918 2438681 368918
915 3319308 381582 2532734 381582
931 3428477 394692 2614135 394692
947 3556146 415090 2713541 415090
963 3703897 428446 2833269 428446
979 3828723 442229 2928948 442229
995 3976748 455898 3047234 455898
1011 4102099 470085 3142423 470085
1027 4223592 484759 3233256 484759
1043 4354715 499254 3333227 499254
1059 4495506 514050 3442414 514051
1075 4626446 529261 3541203 529262
1091 4755196 544646 3637379 544647
1107 4885790 560325 3734961 560326
1123 5018099 576157 3833684 576158
1139 5152182 592216 3933780 592217
1155 5288240 608678 4035276 608678
1171 5443897 624904 4155921 624904
1187 5583569 641688 4260129 641688
1203 5746226 667656 4386820 667656
1219 5933711 684576 4538780 684576
1235 6091479 701984 4659711 701984
1251 6277929 719184 4808711 719184
1267 6435259 737006 4928183 737006
1283 6587262 755364 5041823 755364
1299 6750772 773423 5166478 773423
1315 6925866 791813 5302269 791813
1331 7088244 810695 5424785 810695
1347 7247461 829722 5543734 829722
1363 7408500 849069 5664071 849069
1379 7571275 868542 5785557 868542
1395 7735869 888304 5908468 888304
1411 7902381 908372 6032711 908372
1427 8092480 928194 6180094 928194
1443 8262671 948638 6307125 948638
1459 8460308 980165 6461093 980165
1475 8687512 1000653 6645270 1000653
1491 8878228 1021682 6791459 1021682
1507 9103057 1042414 6971127 1042414
1523 9292456 1063900 7114972 1063900
1539 9474826 1085882 7251276 1085882
1555 9670816 1107546 7400708 1107546
1571 9880232 1129556 7563125 1129556
1587 10074000 1152080 7709320 1152080
1603 10263684 1174758 7851042 1174758
1619 10455199 1197740 7994165 1197740
1635 10648429 1220875 8138403 1220875
1651 10843572 1244269 8284167 1244269
1667 11040458 1267995 8431074 1267995
1683 11265056 1291451 8605252 1291451
1699 11465676 1315551 8755016 1315551
1715 11698341 1352634 8936309 1352634
1731 11965250 1376689 9152689 1376689
1747 12188933 1401336 9324155 1401336
1763 12452175 1425607 9534525 1425607
1779 12673499 1450712 9702599 1450712
1795 12886365 1476359 9861696 1476359
1811 13114851 1501625 10035921 1501625
1827 13358518 1527229 10224893 1527229
1843 13583712 1553411 10394803 1553411
1859 13803835 1579738 10559270 1579738
1875 14025852 1606385 10725205 1606385
1891 14249534 1633224 10892192 1633224
1907 14475088 1660166 11060671 1660166
1923 14702574 1687628 11230468 1687628
1939 14961555 1714646 11431325 1714646
1955 15192678 1742402 11603896 1742402
1971 15460333 1785052 11812476 1785052
1987 15766959 1812676 12061071 1812676
2003 16023596 1840943 12257801 1840943
2019 16325293 1868773 12498915 1868773
2035 16578486 1897455 12691162 1897455
2051 16821905 1926815 12873109 1926815
